path_length,total_distance,inflection_points,total_turning_angle,nodes_explored,planning_time_s,runtime_s,vehicle
16.0,20.970562748477146,5.0,225.00000202571172,83.0,0.002232374999999953,0.002232374999999953,0
16.0,20.142135623730955,11.0,495.0000044565659,112.0,0.002461457999999972,0.002461457999999972,1
17.0,20.72792206135786,12.0,540.0000048617082,203.0,0.0028793340000000667,0.0028793340000000667,2
17.0,21.142135623730955,10.0,495.00000364628124,190.0,0.0026947910000000297,0.0026947910000000297,3
15.0,19.142135623730955,7.0,315.0000028359964,90.0,0.0021783750000000657,0.0021783750000000657,4
